UserID,Age,Gender,Daily_ScreenTime_Hours,SocialMedia_Min,Gaming_Min,Study_Min,Sleep_Hours,Device Type,Calls_Min,Messages_Sent,Battery_Drain_Percent,Record_Type,Total_Tracked_App_Min,Social_Ratio,Gaming_Ratio,Study_Ratio,Communication_Intensity,Sleep_Deficit,Usage_Intensity_Score,Usage_Level,Total_Tracked_Activity_Hours,User_Cluster,Cluster_Name
1915,39,Male,8.61,191,178,41,6.9,iPhone,15,163,37,Synthetic_Expansion,410,0.466,0.434,0.1,69.3,1.1,77.7,High,7.083333333333333,1,Group B
1916,40,Female,8.22,10,62,125,5.6,Android,59,185,22,Synthetic_Expansion,197,0.051,0.315,0.635,120.7,2.4,48.5,Moderate,4.266666666666667,0,Group A
1917,29,Female,4.49,43,171,168,4.3,Android,120,68,37,Synthetic_Expansion,382,0.113,0.448,0.44,142.7,3.7,46.2,Moderate,8.366666666666667,0,Group A
1918,20,Female,9.69,158,140,141,6.2,Android,71,150,8,Synthetic_Expansion,439,0.36,0.319,0.321,121.0,1.8,68.2,High,8.5,3,Group D
1919,22,Male,11.86,21,78,231,9.9,iPhone,3,151,24,Synthetic_Expansion,330,0.064,0.236,0.7,53.3,0.0,63.8,High,5.55,3,Group D
1920,30,Male,2.9,76,63,145,9.0,Android,66,171,24,Synthetic_Expansion,284,0.268,0.222,0.511,123.0,0.0,34.2,Moderate,5.833333333333333,0,Group A
1921,41,Female,9.6,70,102,23,4.4,Android,117,77,35,Synthetic_Expansion,195,0.359,0.523,0.118,142.7,3.6,61.6,High,5.2,1,Group B
1922,19,Female,1.85,32,128,138,7.0,Android,14,275,28,Synthetic_Expansion,298,0.107,0.43,0.463,105.7,1.0,36.4,Moderate,5.2,0,Group A
1923,24,Male,8.75,111,69,182,8.3,Android,8,193,39,Synthetic_Expansion,362,0.307,0.191,0.503,72.3,0.0,64.0,High,6.166666666666667,2,Group C
1924,34,Female,4.34,63,111,22,9.6,Android,87,61,18,Synthetic_Expansion,196,0.321,0.566,0.112,107.3,0.0,37.3,Moderate,4.716666666666667,1,Group B
1925,24,Male,5.5,96,89,59,6.7,Android,100,76,7,Synthetic_Expansion,244,0.393,0.365,0.242,125.3,1.3,40.3,Moderate,5.733333333333333,1,Group B
1926,30,Male,11.32,169,29,196,8.8,Android,0,56,23,Synthetic_Expansion,394,0.429,0.074,0.497,18.7,0.0,66.6,High,6.566666666666666,2,Group C
1927,42,Male,4.21,232,41,0,7.7,Android,89,175,33,Synthetic_Expansion,273,0.85,0.15,0.0,147.3,0.3,52.6,Moderate,6.033333333333333,1,Group B
1928,30,Male,7.04,106,112,61,4.4,iPhone,14,135,7,Synthetic_Expansion,279,0.38,0.401,0.219,59.0,3.6,50.8,Moderate,4.883333333333334,1,Group B
1929,18,Female,7.01,119,122,0,9.4,Android,4,95,10,Synthetic_Expansion,241,0.494,0.506,0.0,35.7,0.0,52.0,Moderate,4.083333333333333,1,Group B
1930,42,Male,8.2,65,68,151,4.4,Android,89,87,35,Synthetic_Expansion,284,0.229,0.239,0.532,118.0,3.6,53.5,Moderate,6.216666666666667,2,Group C
1931,34,Male,4.85,28,96,1,6.2,Android,44,127,11,Synthetic_Expansion,125,0.224,0.768,0.008,86.3,1.8,35.5,Moderate,2.816666666666667,1,Group B
1932,40,Female,6.51,239,135,128,6.5,Android,72,255,35,Synthetic_Expansion,502,0.476,0.269,0.255,157.0,1.5,72.8,High,9.566666666666666,3,Group D
1933,18,Male,10.87,187,88,278,9.5,iPhone,57,102,6,Synthetic_Expansion,553,0.338,0.159,0.503,91.0,0.0,68.6,High,10.166666666666666,3,Group D
1934,37,Female,11.19,23,155,127,4.2,iPhone,92,267,24,Synthetic_Expansion,305,0.075,0.508,0.416,181.0,3.8,71.7,High,6.616666666666666,3,Group D
1935,18,Female,11.54,107,171,30,8.0,Android,63,264,39,Synthetic_Expansion,308,0.347,0.555,0.097,151.0,0.0,85.0,High,6.183333333333334,3,Group D
1936,20,Male,7.91,26,3,163,7.7,iPhone,109,296,15,Synthetic_Expansion,192,0.135,0.016,0.849,207.7,0.3,45.7,Moderate,5.016666666666667,2,Group C
1937,33,Male,11.01,203,97,139,6.0,Android,43,133,25,Synthetic_Expansion,439,0.462,0.221,0.317,87.3,2.0,77.0,High,8.033333333333333,3,Group D
1938,24,Male,2.58,156,113,273,8.1,iPhone,22,103,21,Synthetic_Expansion,542,0.288,0.208,0.504,56.3,0.0,40.8,Moderate,9.4,0,Group A
1939,35,Female,4.39,13,40,179,7.9,iPhone,1,161,26,Synthetic_Expansion,232,0.056,0.172,0.772,54.7,0.1,32.7,Moderate,3.883333333333333,0,Group A
1940,25,Female,2.8,43,90,254,9.5,Android,9,141,5,Synthetic_Expansion,387,0.111,0.233,0.656,56.0,0.0,27.5,Low,6.6,0,Group A
1941,33,Male,8.52,235,10,49,6.8,Android,9,185,33,Synthetic_Expansion,294,0.799,0.034,0.167,70.7,1.2,66.8,High,5.05,2,Group C
1942,18,Male,5.6,33,158,225,6.5,iPhone,9,204,35,Synthetic_Expansion,416,0.079,0.38,0.541,77.0,1.5,52.5,Moderate,7.083333333333333,0,Group A
1943,20,Female,3.85,54,166,44,9.7,Android,22,153,15,Synthetic_Expansion,264,0.205,0.629,0.167,73.0,0.0,41.6,Moderate,4.766666666666667,1,Group B
1944,33,Male,3.38,178,144,92,8.6,iPhone,43,154,34,Synthetic_Expansion,414,0.43,0.348,0.222,94.3,0.0,53.1,Moderate,7.616666666666666,1,Group B
1945,21,Male,10.73,175,81,178,6.8,Android,5,114,9,Synthetic_Expansion,434,0.403,0.187,0.41,43.0,1.2,67.6,High,7.316666666666666,3,Group D
1946,27,Male,10.73,177,16,166,7.1,iPhone,83,67,9,Synthetic_Expansion,359,0.493,0.045,0.462,105.3,0.9,60.8,High,7.366666666666666,2,Group C
1947,29,Female,7.98,112,27,287,6.8,Android,60,80,35,Synthetic_Expansion,426,0.263,0.063,0.674,86.7,1.2,52.9,Moderate,8.1,2,Group C
1948,36,Male,6.84,35,141,240,9.2,iPhone,42,148,14,Synthetic_Expansion,416,0.084,0.339,0.577,91.3,0.0,48.8,Moderate,7.633333333333334,0,Group A
1949,44,Female,4.44,32,81,44,8.4,Android,21,137,29,Synthetic_Expansion,157,0.204,0.516,0.28,66.7,0.0,37.9,Moderate,2.966666666666667,1,Group B
1950,42,Male,8.17,227,89,153,8.8,Android,5,21,34,Synthetic_Expansion,469,0.484,0.19,0.326,12.0,0.0,66.2,High,7.9,3,Group D
1951,30,Male,10.81,55,169,176,6.9,iPhone,60,177,11,Synthetic_Expansion,400,0.138,0.422,0.44,119.0,1.1,67.9,High,7.666666666666667,3,Group D
1952,27,Female,7.96,105,16,180,8.3,iPhone,107,203,32,Synthetic_Expansion,301,0.349,0.053,0.598,174.7,0.0,54.7,Moderate,6.8,2,Group C
1953,38,Male,8.55,7,179,26,4.4,Android,15,299,31,Synthetic_Expansion,212,0.033,0.844,0.123,114.7,3.6,65.3,High,3.783333333333333,1,Group B
1954,19,Male,3.94,113,135,184,5.6,Android,70,116,33,Synthetic_Expansion,432,0.262,0.312,0.426,108.7,2.4,47.6,Moderate,8.366666666666667,0,Group A
1955,29,Female,4.22,200,126,61,8.1,iPhone,67,307,31,Synthetic_Expansion,387,0.517,0.326,0.158,169.3,0.0,61.0,High,7.566666666666666,1,Group B
1956,27,Female,1.68,118,124,159,4.1,iPhone,96,71,36,Synthetic_Expansion,401,0.294,0.309,0.397,119.7,3.9,37.8,Moderate,8.283333333333333,0,Group A
1957,43,Female,5.07,148,102,152,6.8,Android,36,63,37,Synthetic_Expansion,402,0.368,0.254,0.378,57.0,1.2,51.2,Moderate,7.3,0,Group A
1958,33,Male,11.07,156,157,47,7.0,Android,75,267,39,Synthetic_Expansion,360,0.433,0.436,0.131,164.0,1.0,86.2,High,7.25,3,Group D
1959,34,Female,4.77,46,49,32,4.1,iPhone,62,222,36,Synthetic_Expansion,127,0.362,0.386,0.252,136.0,3.9,42.2,Moderate,3.15,1,Group B
1960,26,Male,2.61,204,144,132,4.3,Android,51,213,30,Synthetic_Expansion,480,0.425,0.3,0.275,122.0,3.7,53.4,Moderate,8.85,1,Group B
1961,33,Male,8.82,125,138,68,4.9,Android,85,197,32,Synthetic_Expansion,331,0.378,0.417,0.205,150.7,3.1,69.6,High,6.933333333333334,1,Group B
1962,31,Female,4.46,107,101,222,9.8,Android,2,290,5,Synthetic_Expansion,430,0.249,0.235,0.516,98.7,0.0,45.0,Moderate,7.2,0,Group A
1963,34,Female,2.44,137,157,136,9.0,iPhone,28,26,33,Synthetic_Expansion,430,0.319,0.365,0.316,36.7,0.0,42.8,Moderate,7.633333333333334,1,Group B
1964,32,Female,4.8,90,126,49,7.6,Android,115,308,36,Synthetic_Expansion,265,0.34,0.475,0.185,217.7,0.4,55.3,Moderate,6.333333333333333,1,Group B
1965,33,Female,7.7,76,70,215,6.3,iPhone,72,56,37,Synthetic_Expansion,361,0.211,0.194,0.596,90.7,1.7,52.2,Moderate,7.216666666666667,0,Group A
1966,27,Female,8.47,41,16,270,6.4,iPhone,0,48,35,Synthetic_Expansion,327,0.125,0.049,0.826,16.0,1.6,46.9,Moderate,5.45,0,Group A
1967,37,Female,4.58,115,127,214,6.5,Android,74,270,39,Synthetic_Expansion,456,0.252,0.279,0.469,164.0,1.5,56.1,Moderate,8.833333333333334,0,Group A
1968,19,Male,2.6,57,143,153,8.4,Android,47,152,21,Synthetic_Expansion,353,0.161,0.405,0.433,97.7,0.0,36.7,Moderate,6.666666666666667,0,Group A
1969,40,Male,4.19,97,60,124,5.2,Android,101,123,25,Synthetic_Expansion,281,0.345,0.214,0.441,142.0,2.8,39.1,Moderate,6.366666666666666,0,Group A
1970,27,Male,11.76,44,64,151,5.0,Android,77,145,31,Synthetic_Expansion,259,0.17,0.247,0.583,125.3,3.0,65.7,High,5.6,2,Group C
1971,30,Male,7.44,62,96,7,5.1,Android,78,291,39,Synthetic_Expansion,165,0.376,0.582,0.042,175.0,2.9,60.5,High,4.05,1,Group B
1972,23,Male,5.35,179,186,235,5.1,iPhone,51,287,35,Synthetic_Expansion,600,0.298,0.31,0.392,146.7,2.9,68.8,High,10.85,3,Group D
1973,37,Male,4.0,147,144,97,9.3,iPhone,88,62,34,Synthetic_Expansion,388,0.379,0.371,0.25,108.7,0.0,49.8,Moderate,7.933333333333334,1,Group B
1974,40,Male,10.73,230,92,162,4.0,Android,116,231,38,Synthetic_Expansion,484,0.475,0.19,0.335,193.0,4.0,84.3,High,10.0,3,Group D
1975,19,Female,11.12,216,74,228,7.3,iPhone,0,243,12,Synthetic_Expansion,518,0.417,0.143,0.44,81.0,0.7,77.0,High,8.633333333333333,3,Group D
1976,18,Male,8.4,131,158,211,9.4,Android,82,292,5,Synthetic_Expansion,500,0.262,0.316,0.422,179.3,0.0,66.6,High,9.7,3,Group D
1977,31,Male,7.5,202,101,60,6.0,iPhone,120,13,35,Synthetic_Expansion,363,0.556,0.278,0.165,124.3,2.0,62.6,High,8.05,1,Group B
1978,41,Male,9.86,241,141,144,5.9,iPhone,70,231,23,Synthetic_Expansion,526,0.458,0.268,0.274,147.0,2.1,82.3,High,9.933333333333334,3,Group D
1979,20,Male,3.85,171,27,84,4.1,iPhone,103,286,35,Synthetic_Expansion,282,0.606,0.096,0.298,198.3,3.9,49.2,Moderate,6.416666666666667,2,Group C
1980,42,Female,11.25,194,64,51,7.2,Android,52,205,33,Synthetic_Expansion,309,0.628,0.207,0.165,120.3,0.8,78.8,High,6.016666666666667,2,Group C
1981,26,Male,9.62,68,68,145,7.0,Android,121,35,31,Synthetic_Expansion,281,0.242,0.242,0.516,132.7,1.0,56.3,Moderate,6.7,2,Group C
1982,24,Male,1.83,158,78,166,8.4,iPhone,74,226,12,Synthetic_Expansion,402,0.393,0.194,0.413,149.3,0.0,37.1,Moderate,7.933333333333334,0,Group A
1983,38,Female,5.49,14,142,228,9.3,iPhone,116,260,28,Synthetic_Expansion,384,0.036,0.37,0.594,202.7,0.0,49.3,Moderate,8.333333333333334,0,Group A
1984,40,Male,2.57,8,63,258,5.2,iPhone,78,192,25,Synthetic_Expansion,329,0.024,0.191,0.784,142.0,2.8,28.2,Low,6.783333333333333,0,Group A
1985,18,Male,5.52,56,167,268,7.6,Android,111,167,5,Synthetic_Expansion,491,0.114,0.34,0.546,166.7,0.4,46.1,Moderate,10.033333333333331,0,Group A
1986,27,Male,11.62,86,116,11,4.4,Android,39,59,29,Synthetic_Expansion,213,0.404,0.545,0.052,58.7,3.6,69.6,High,4.2,1,Group B
1987,43,Male,7.06,183,151,18,5.3,Android,118,120,36,Synthetic_Expansion,352,0.52,0.429,0.051,158.0,2.7,67.3,High,7.833333333333333,1,Group B
1988,41,Male,2.59,101,96,19,4.7,iPhone,41,166,35,Synthetic_Expansion,216,0.468,0.444,0.088,96.3,3.3,40.4,Moderate,4.283333333333333,1,Group B
1989,40,Female,4.85,177,32,57,6.2,Android,84,190,36,Synthetic_Expansion,266,0.665,0.12,0.214,147.3,1.8,50.9,Moderate,5.833333333333333,2,Group C
1990,33,Female,11.07,229,66,103,9.7,Android,78,189,34,Synthetic_Expansion,398,0.575,0.166,0.259,141.0,0.0,80.9,High,7.933333333333334,2,Group C
1991,18,Male,5.28,66,130,135,7.0,Android,34,38,38,Synthetic_Expansion,331,0.199,0.393,0.408,46.7,1.0,46.9,Moderate,6.083333333333333,0,Group A
1992,18,Male,4.79,36,89,166,8.7,iPhone,3,131,6,Synthetic_Expansion,291,0.124,0.306,0.57,46.7,0.0,34.2,Moderate,4.9,0,Group A
1993,23,Female,7.46,186,6,220,4.4,iPhone,29,187,36,Synthetic_Expansion,412,0.451,0.015,0.534,91.3,3.6,59.2,High,7.35,2,Group C
1994,30,Male,2.86,110,62,178,8.6,iPhone,96,170,36,Synthetic_Expansion,350,0.314,0.177,0.509,152.7,0.0,39.7,Moderate,7.433333333333334,0,Group A
1995,18,Male,11.39,71,14,281,4.7,iPhone,62,64,37,Synthetic_Expansion,366,0.194,0.038,0.768,83.3,3.3,61.2,High,7.133333333333334,2,Group C
1996,43,Male,11.15,157,146,127,8.7,iPhone,33,296,12,Synthetic_Expansion,430,0.365,0.34,0.295,131.7,0.0,79.9,High,7.716666666666667,3,Group D
1997,24,Female,5.54,177,71,178,5.7,Android,80,299,26,Synthetic_Expansion,426,0.415,0.167,0.418,179.7,2.3,57.9,Moderate,8.433333333333334,2,Group C
1998,44,Female,10.85,225,72,2,5.2,iPhone,42,75,6,Synthetic_Expansion,299,0.753,0.241,0.007,67.0,2.8,69.4,High,5.683333333333334,2,Group C
1999,40,Female,1.59,167,188,69,8.4,Android,37,253,5,Synthetic_Expansion,424,0.394,0.443,0.163,121.3,0.0,45.2,Moderate,7.683333333333334,1,Group B
2000,27,Male,9.64,105,0,275,4.5,Android,64,173,26,Synthetic_Expansion,380,0.276,0.0,0.724,121.7,3.5,57.2,Moderate,7.4,2,Group C
2001,44,Male,8.12,63,109,170,7.1,Android,75,99,27,Synthetic_Expansion,342,0.184,0.319,0.497,108.0,0.9,54.8,Moderate,6.95,0,Group A
2002,25,Female,1.69,170,43,168,5.7,Android,21,41,33,Synthetic_Expansion,381,0.446,0.113,0.441,34.7,2.3,33.7,Moderate,6.7,0,Group A
2003,40,Female,8.2,62,32,172,4.5,Android,14,138,27,Synthetic_Expansion,266,0.233,0.12,0.647,60.0,3.5,49.9,Moderate,4.666666666666667,2,Group C
2004,18,Female,3.22,159,64,210,6.4,iPhone,88,90,32,Synthetic_Expansion,433,0.367,0.148,0.485,118.0,1.6,41.7,Moderate,8.683333333333334,0,Group A
2005,36,Male,5.07,231,6,22,4.2,Android,34,155,38,Synthetic_Expansion,259,0.892,0.023,0.085,85.7,3.8,53.4,Moderate,4.883333333333334,2,Group C
2006,26,Male,4.99,46,16,157,7.6,iPhone,31,285,11,Synthetic_Expansion,219,0.21,0.073,0.717,126.0,0.4,36.1,Moderate,4.166666666666667,0,Group A
2007,24,Male,4.79,226,93,10,9.1,Android,120,118,13,Synthetic_Expansion,329,0.687,0.283,0.03,159.3,0.0,51.7,Moderate,7.483333333333333,1,Group B
2008,40,Male,11.14,193,4,223,7.5,iPhone,13,267,26,Synthetic_Expansion,420,0.46,0.01,0.531,102.0,0.5,73.6,High,7.216666666666667,2,Group C
2009,41,Female,4.42,177,86,93,8.3,iPhone,6,43,36,Synthetic_Expansion,356,0.497,0.242,0.261,20.3,0.0,48.9,Moderate,6.033333333333333,1,Group B
2010,27,Male,11.12,66,140,207,7.1,iPhone,4,299,22,Synthetic_Expansion,413,0.16,0.339,0.501,103.7,0.9,74.3,High,6.95,3,Group D
2011,18,Male,8.84,197,143,220,7.1,Android,1,254,6,Synthetic_Expansion,560,0.352,0.255,0.393,85.7,0.9,71.4,High,9.35,3,Group D
2012,40,Male,4.39,181,66,53,4.2,Android,96,92,34,Synthetic_Expansion,300,0.603,0.22,0.177,126.7,3.8,48.6,Moderate,6.6,1,Group B
2013,21,Female,4.45,100,85,141,8.8,Android,28,182,19,Synthetic_Expansion,326,0.307,0.261,0.433,88.7,0.0,42.9,Moderate,5.9,0,Group A
2014,37,Male,4.23,55,115,81,9.2,Android,53,21,13,Synthetic_Expansion,251,0.219,0.458,0.323,60.0,0.0,34.0,Moderate,5.066666666666666,1,Group B
2015,18,Male,10.73,224,80,194,7.0,iPhone,80,217,34,Synthetic_Expansion,498,0.45,0.161,0.39,152.3,1.0,81.3,High,9.633333333333333,3,Group D
2016,27,Male,4.24,161,167,235,9.5,iPhone,39,86,8,Synthetic_Expansion,563,0.286,0.297,0.417,67.7,0.0,48.1,Moderate,10.033333333333331,3,Group D
2017,42,Male,1.51,190,31,250,6.5,Android,82,300,10,Synthetic_Expansion,471,0.403,0.066,0.531,182.0,1.5,36.6,Moderate,9.216666666666669,0,Group A
2018,24,Male,4.83,75,78,65,4.4,Android,58,222,19,Synthetic_Expansion,218,0.344,0.358,0.298,132.0,3.6,43.0,Moderate,4.6,1,Group B
2019,27,Male,10.65,32,173,121,8.5,iPhone,103,294,28,Synthetic_Expansion,326,0.098,0.531,0.371,201.0,0.0,73.8,High,7.15,3,Group D
2020,21,Female,3.65,64,180,139,8.4,Android,11,71,26,Synthetic_Expansion,383,0.167,0.47,0.363,34.7,0.0,42.9,Moderate,6.566666666666666,0,Group A
2021,23,Male,4.2,10,74,287,5.7,Android,95,12,20,Synthetic_Expansion,371,0.027,0.199,0.774,99.0,2.3,28.2,Low,7.766666666666667,0,Group A
2022,18,Female,10.76,190,22,225,9.3,Android,90,107,7,Synthetic_Expansion,437,0.435,0.05,0.515,125.7,0.0,63.3,High,8.783333333333333,2,Group C
2023,19,Male,10.8,228,105,90,9.8,iPhone,50,52,22,Synthetic_Expansion,423,0.539,0.248,0.213,67.3,0.0,75.5,High,7.883333333333334,3,Group D
2024,40,Male,5.64,177,21,34,4.7,iPhone,61,158,34,Synthetic_Expansion,232,0.763,0.091,0.147,113.7,3.3,51.4,Moderate,4.883333333333334,2,Group C
2025,45,Male,3.29,59,37,215,8.5,Android,28,296,6,Synthetic_Expansion,311,0.19,0.119,0.691,126.7,0.0,31.7,Low,5.65,0,Group A
2026,40,Female,11.71,31,151,0,8.1,Android,12,195,33,Synthetic_Expansion,182,0.17,0.83,0.0,77.0,0.0,73.8,High,3.2333333333333334,1,Group B
2027,40,Male,11.0,125,98,117,4.5,Android,61,113,23,Synthetic_Expansion,340,0.368,0.288,0.344,98.7,3.5,69.4,High,6.683333333333334,3,Group D
2028,18,Male,2.3,20,98,225,4.0,Android,80,150,16,Synthetic_Expansion,343,0.058,0.286,0.656,130.0,4.0,27.5,Low,7.05,0,Group A
2029,24,Male,10.68,67,104,181,4.8,iPhone,99,183,24,Synthetic_Expansion,352,0.19,0.295,0.514,160.0,3.2,66.4,High,7.516666666666667,3,Group D
2030,44,Female,10.84,41,92,259,4.5,iPhone,70,286,35,Synthetic_Expansion,392,0.105,0.235,0.661,165.3,3.5,70.0,High,7.7,3,Group D
2031,39,Male,8.94,110,32,191,6.0,Android,43,292,16,Synthetic_Expansion,333,0.33,0.096,0.574,140.3,2.0,59.1,High,6.266666666666667,2,Group C
2032,43,Female,7.7,104,4,282,5.9,Android,0,251,21,Synthetic_Expansion,390,0.267,0.01,0.723,83.7,2.1,51.5,Moderate,6.5,2,Group C
2033,18,Male,11.12,14,86,138,7.8,iPhone,114,137,31,Synthetic_Expansion,238,0.059,0.361,0.58,159.7,0.2,62.4,High,5.866666666666666,2,Group C
2034,44,Male,5.49,127,10,278,4.7,iPhone,73,135,25,Synthetic_Expansion,415,0.306,0.024,0.67,118.0,3.3,42.8,Moderate,8.133333333333333,0,Group A
2035,24,Male,7.49,226,181,162,7.5,iPhone,14,300,17,Synthetic_Expansion,569,0.397,0.318,0.285,114.0,0.5,76.3,High,9.716666666666669,3,Group D
2036,40,Female,9.99,235,68,14,9.6,Android,77,181,35,Synthetic_Expansion,317,0.741,0.215,0.044,137.3,0.0,77.5,High,6.566666666666666,2,Group C
2037,38,Male,10.42,108,117,218,7.4,Android,41,109,22,Synthetic_Expansion,443,0.244,0.264,0.492,77.3,0.6,67.0,High,8.066666666666666,3,Group D
2038,25,Male,8.78,178,108,170,5.1,iPhone,38,23,27,Synthetic_Expansion,456,0.39,0.237,0.373,45.7,2.9,64.3,High,8.233333333333333,3,Group D
2039,19,Male,5.61,56,5,283,6.0,Android,102,79,37,Synthetic_Expansion,344,0.163,0.015,0.823,128.3,2.0,38.0,Moderate,7.433333333333334,0,Group A
2040,18,Male,7.55,44,179,160,9.5,Android,79,201,26,Synthetic_Expansion,383,0.115,0.467,0.418,146.0,0.0,60.1,High,7.7,3,Group D
2041,41,Female,8.06,106,101,291,6.4,iPhone,4,54,8,Synthetic_Expansion,498,0.213,0.203,0.584,22.0,1.6,51.3,Moderate,8.366666666666667,3,Group D
2042,19,Female,4.45,168,116,159,5.4,iPhone,91,231,38,Synthetic_Expansion,443,0.379,0.262,0.359,168.0,2.6,57.6,Moderate,8.9,1,Group B
2043,40,Male,3.92,198,87,239,8.4,iPhone,40,159,14,Synthetic_Expansion,524,0.378,0.166,0.456,93.0,0.0,47.2,Moderate,9.4,0,Group A
2044,19,Male,1.8,62,154,215,7.8,iPhone,24,118,25,Synthetic_Expansion,431,0.144,0.357,0.499,63.3,0.2,34.9,Moderate,7.583333333333333,0,Group A
2045,18,Male,1.51,37,169,267,8.5,Android,33,97,24,Synthetic_Expansion,473,0.078,0.357,0.564,65.3,0.0,32.1,Moderate,8.433333333333334,0,Group A
2046,37,Female,9.17,174,151,292,6.7,iPhone,119,12,19,Synthetic_Expansion,617,0.282,0.245,0.473,123.0,1.3,66.6,High,12.266666666666667,3,Group D
2047,30,Female,10.43,109,101,280,5.7,Android,11,290,32,Synthetic_Expansion,490,0.222,0.206,0.571,107.7,2.3,74.3,High,8.35,3,Group D
2048,41,Male,8.43,40,110,0,6.3,Android,94,266,26,Synthetic_Expansion,150,0.267,0.733,0.0,182.7,1.7,59.5,High,4.066666666666666,1,Group B
2049,38,Male,3.52,179,134,48,8.2,iPhone,100,154,12,Synthetic_Expansion,361,0.496,0.371,0.133,151.3,0.0,47.4,Moderate,7.683333333333334,1,Group B
2050,30,Female,9.96,58,59,160,7.8,iPhone,120,186,12,Synthetic_Expansion,277,0.209,0.213,0.578,182.0,0.2,56.3,Moderate,6.616666666666666,2,Group C
2051,44,Male,8.61,27,17,82,8.1,iPhone,2,119,27,Synthetic_Expansion,126,0.214,0.135,0.651,41.7,0.0,46.7,Moderate,2.1333333333333333,2,Group C
2052,18,Female,7.77,169,17,129,6.2,Android,0,138,26,Synthetic_Expansion,315,0.537,0.054,0.41,46.0,1.8,55.7,Moderate,5.25,2,Group C
2053,18,Female,10.72,152,114,138,8.1,iPhone,94,117,32,Synthetic_Expansion,404,0.376,0.282,0.342,133.0,0.0,74.3,High,8.3,3,Group D
2054,38,Female,10.16,241,65,70,4.7,iPhone,91,127,23,Synthetic_Expansion,376,0.641,0.173,0.186,133.3,3.3,73.6,High,7.783333333333333,2,Group C
2055,42,Female,11.94,112,20,262,6.6,Android,78,144,12,Synthetic_Expansion,394,0.284,0.051,0.665,126.0,1.4,63.6,High,7.866666666666666,2,Group C
2056,23,Female,8.6,85,114,177,5.4,iPhone,119,190,27,Synthetic_Expansion,376,0.226,0.303,0.471,182.3,2.6,61.9,High,8.25,3,Group D
2057,36,Female,1.69,59,16,173,6.6,Android,59,244,5,Synthetic_Expansion,248,0.238,0.065,0.698,140.3,1.4,22.0,Low,5.116666666666666,0,Group A
2058,20,Male,7.06,102,3,285,9.3,Android,48,18,21,Synthetic_Expansion,390,0.262,0.008,0.731,54.0,0.0,41.1,Moderate,7.3,2,Group C
2059,33,Female,6.65,220,88,267,8.3,Android,47,279,37,Synthetic_Expansion,575,0.383,0.153,0.464,140.0,0.0,69.2,High,10.366666666666667,3,Group D
2060,40,Male,6.12,62,27,0,6.5,Android,50,107,36,Synthetic_Expansion,89,0.697,0.303,0.0,85.7,1.5,42.9,Moderate,2.316666666666667,1,Group B
2061,27,Female,11.62,126,22,28,7.6,Android,93,108,12,Synthetic_Expansion,176,0.716,0.125,0.159,129.0,0.4,62.5,High,4.483333333333333,2,Group C
2062,43,Male,3.0,191,106,123,7.8,Android,71,119,38,Synthetic_Expansion,420,0.455,0.252,0.293,110.7,0.2,49.5,Moderate,8.183333333333334,1,Group B
2063,32,Male,11.92,32,15,243,6.2,Android,81,25,31,Synthetic_Expansion,290,0.11,0.052,0.838,89.3,1.8,57.2,Moderate,6.183333333333334,2,Group C
2064,36,Male,3.86,125,24,173,8.8,iPhone,3,35,37,Synthetic_Expansion,322,0.388,0.075,0.537,14.7,0.0,37.3,Moderate,5.416666666666667,0,Group A
2065,18,Male,11.03,154,90,271,8.5,Android,52,20,36,Synthetic_Expansion,515,0.299,0.175,0.526,58.7,0.0,71.4,High,9.45,3,Group D
2066,19,Male,5.47,123,170,144,5.3,Android,121,267,34,Synthetic_Expansion,437,0.281,0.389,0.33,210.0,2.7,62.3,High,9.3,1,Group B
2067,42,Male,11.58,85,9,193,5.6,Android,46,47,32,Synthetic_Expansion,287,0.296,0.031,0.672,61.7,2.4,60.8,High,5.55,2,Group C
2068,36,Male,5.97,31,158,172,9.2,Android,3,215,9,Synthetic_Expansion,361,0.086,0.438,0.476,74.7,0.0,47.6,Moderate,6.066666666666666,0,Group A
2069,32,Female,9.52,159,93,171,4.4,Android,21,262,15,Synthetic_Expansion,423,0.376,0.22,0.404,108.3,3.6,69.2,High,7.4,3,Group D
2070,41,Female,9.51,205,97,81,6.9,iPhone,106,27,39,Synthetic_Expansion,383,0.535,0.253,0.211,115.0,1.1,71.5,High,8.15,2,Group C
2071,24,Female,6.9,118,98,47,7.3,iPhone,99,16,12,Synthetic_Expansion,263,0.449,0.373,0.179,104.3,0.7,47.4,Moderate,6.033333333333333,1,Group B
2072,39,Male,8.97,142,49,208,4.6,Android,61,27,27,Synthetic_Expansion,399,0.356,0.123,0.521,70.0,3.4,57.2,Moderate,7.666666666666667,2,Group C
2073,18,Female,10.32,173,60,243,4.4,iPhone,45,113,34,Synthetic_Expansion,476,0.363,0.126,0.511,82.7,3.6,70.4,High,8.683333333333334,2,Group C
2074,38,Female,10.8,142,3,125,8.6,iPhone,60,23,34,Synthetic_Expansion,270,0.526,0.011,0.463,67.7,0.0,61.9,High,5.5,2,Group C
2075,35,Female,5.4,117,89,143,6.1,Android,11,162,21,Synthetic_Expansion,349,0.335,0.255,0.41,65.0,1.9,48.1,Moderate,6.0,0,Group A
2076,42,Male,9.56,114,94,217,6.3,Android,105,294,17,Synthetic_Expansion,425,0.268,0.221,0.511,203.0,1.7,67.2,High,8.833333333333334,3,Group D
